genome.genome_id	genome.genome_name	genome.genome_quality	genome.genome_status	genome.patric_cds	genome.genome_length	genome.checkm_completeness	genome.checkm_contamination	genome.contigs	genome.contig_n50	genome.contig_l50	genome.coarse_consistency	genome.fine_consistency
1313.6713	Streptococcus pneumoniae strain 0506+29167	Good	WGS	2427	2222827	100	0	96	69081	12	99.6	99.2
1313.6718	Streptococcus pneumoniae strain 9806+08086	Good	WGS	2427	2219063	100	0.1	85	71714	12	99.6	99.1
1313.6724	Streptococcus pneumoniae strain spnIC19	Good	WGS	2377	2192602	99.9	0.3	169	24185	24	99.5	99.1
1313.6732	Streptococcus pneumoniae strain 09B02518	Good	WGS	2189	2056571	99.8	0.5	131	32392	24	99.3	98.7
1313.6740	Streptococcus pneumoniae strain 09B01708	Good	WGS	2112	2054253	98.7	0.5	127	33810	21	99.3	97.9
1313.6741	Streptococcus pneumoniae strain spnIC145	Good	WGS	2288	2158343	100	0.3	84	48525	15	99.6	99.2
1313.6743	Streptococcus pneumoniae strain 09B01073	Good	WGS	2167	2068673	100	0	78	48532	15	99.3	98.8
1313.6747	Streptococcus pneumoniae strain 08B09150	Good	WGS	2165	2067135	99.8	3	230	20629	30	99.2	97.6
1313.6748	Streptococcus pneumoniae strain 08B07219	Good	WGS	2101	2029586	99.9	0	66	55499	12	99.3	98.8
1313.6754	Streptococcus pneumoniae strain 08B04698	Good	WGS	2092	2030460	98.8	0	123	35301	16	99.3	98.7
1313.6761	Streptococcus pneumoniae strain spnIC203	Good	WGS	2301	2155786	99.7	0	240	15789	38	99.3	99
1313.6772	Streptococcus pneumoniae strain 09B06006	Good	WGS	2194	2032862	99.2	2.6	316	11013	50	99.1	98.2
1313.6841	Streptococcus pneumoniae strain 18044	Good	WGS	2307	2133388	100	0.3	174	52440	14	99.3	98.9
1313.6854	Streptococcus pneumoniae strain 27999	Good	WGS	2481	2161130	100	0.5	273	57970	12	99.6	98.7
1313.6855	Streptococcus pneumoniae strain R34-3206	Good	WGS	2200	2049954	100	0.2	157	82190	9	99.3	98.4
1313.6940	Streptococcus pneumoniae P110973-186	Good	WGS	2235	2063308	100	0	42	117280	5	99.6	98.7
1313.6946	Streptococcus pneumoniae P120297-188	Good	WGS	2165	2048895	100	0.2	51	61967	10	99.6	99.2
1313.6950	Streptococcus pneumoniae P210049-48	Good	WGS	2196	2064976	100	0	44	73945	9	99.6	99
1313.6958	Streptococcus pneumoniae P210143-56	Good	WGS	2233	2081275	100	0	39	98622	7	99.8	99.3
1313.6962	Streptococcus pneumoniae P210179-162	Good	WGS	2272	2113674	100	0.4	69	48124	15	99.5	98.7
1313.6965	Streptococcus pneumoniae P210188-61	Good	WGS	2161	2029955	100	2.1	71	48939	15	99.5	98.7
1313.6975	Streptococcus pneumoniae P210224GQ-54	Good	WGS	2203	2064607	100	0.2	47	99783	9	99.6	98.9
1313.6981	Streptococcus pneumoniae P210294-194	Good	WGS	2239	2073184	100	0	38	241067	3	99.8	99.3
1313.6985	Streptococcus pneumoniae P210306-232	Good	WGS	2289	2111085	100	0.3	77	60094	13	100	99.6
1313.6996	Streptococcus pneumoniae P210482-163	Good	WGS	2441	2212339	99.5	1.1	98	52984	14	99.4	98.2
1313.6998	Streptococcus pneumoniae P210510-166	Good	WGS	2307	2135845	100	1.1	65	73912	11	99.5	98.4
1313.6999	Streptococcus pneumoniae P210514-164	Good	WGS	2208	2070902	99.8	0.3	55	89847	9	99.9	99
1313.7002	Streptococcus pneumoniae P210824-213	Good	WGS	2218	2095647	100	0	45	218470	4	99.5	99.1
1313.7011	Streptococcus pneumoniae P310626-219	Good	WGS	2144	2015251	100	0.5	58	69690	12	99.8	99.3
1313.7020	Streptococcus pneumoniae P330201-216	Good	WGS	2106	2022837	100	0.2	47	93825	8	99.8	99.2
1313.7021	Streptococcus pneumoniae P330238-214	Good	WGS	2197	2086210	99.8	0.2	50	86272	8	99.6	99
1313.7040	Streptococcus pneumoniae strain R34-3212	Good	WGS	2251	2072012	100	0.2	159	68046	10	99.3	98.4
1334.34	Streptococcus dysgalactiae PE103	Good	WGS	2044	2005178	100	0.9	73	69327	12	99.3	98.1
1334.35	Streptococcus dysgalactiae PE106	Good	WGS	2080	2023126	100	0	69	55965	12	99.3	98.5
1334.50	Streptococcus dysgalactiae PE85	Good	WGS	2094	2054427	100	0.9	78	83660	10	99.3	98.3
1334.51	Streptococcus dysgalactiae PE88	Good	WGS	2064	2010737	100	0	75	71256	12	99	98.1
1334.52	Streptococcus dysgalactiae PE89	Good	WGS	2022	2004922	100	4.3	89	71031	11	99.3	98
1349.101	Streptococcus uberis PE20	Good	WGS	1973	1963224	98.3	1	26	231456	2	99.3	99
1349.115	Streptococcus uberis PE27	Good	WGS	1971	1982596	99	1.2	20	1030856	1	99.3	98.8
1349.134	Streptococcus uberis PE22	Good	WGS	1900	1920408	99	0.7	14	1060215	1	99.6	99.3
1349.185	Streptococcus uberis PE21	Good	WGS	1937	1921399	99	0.7	24	1011341	1	99.4	99
1349.198	Streptococcus uberis PE34	Good	WGS	1980	1995756	99	1.9	20	1043013	1	99.3	98.6
1349.199	Streptococcus uberis PE35	Good	WGS	1918	1920844	99	0.7	14	400185	2	99.5	99.2
1349.204	Streptococcus uberis PE41	Good	WGS	1865	1880761	99	1	13	400150	2	99.5	99.2
1349.205	Streptococcus uberis PE42	Good	WGS	1956	1941582	99	2.1	14	1062897	1	99.6	99
1349.208	Streptococcus uberis PE54	Good	WGS	2353	2196595	99	6.4	221	80133	8	99.5	97.8
1349.214	Streptococcus uberis PE62	Good	WGS	2012	2017272	99	2.1	26	270462	3	99.4	98.7
1349.218	Streptococcus uberis PE67	Good	WGS	2133	2100818	99	1.9	64	195793	4	99.6	98.7
1349.220	Streptococcus uberis PE7	Good	WGS	1929	1945627	99	0.7	22	340485	2	99.5	99
1349.233	Streptococcus uberis PE98	Good	WGS	2993	2739608	98.8	6	334	43049	16	99.7	98.2
1349.30	Streptococcus uberis PE1	Good	WGS	1996	1974975	99	1.2	22	1035035	1	99.5	99.1
1349.35	Streptococcus uberis PE12	Good	WGS	2429	2300283	99	4.9	184	68247	10	99.5	97.9
1349.47	Streptococcus uberis PE16	Good	WGS	2038	2003632	99	0.7	29	205093	3	99.6	99
1349.61	Streptococcus uberis PE172	Good	WGS	1971	1968232	99	0.7	16	1064090	1	99.6	99.3
1349.73	Streptococcus uberis PE184	Good	WGS	1872	1892622	98.8	0.7	14	414214	2	99.4	99
286636.3	Streptococcus pyogenes MGAS10394	Good	Complete	1960	1899877	100	0	1	1899877	1	99.8	99.7
301451.12	Streptococcus pyogenes serotype M18	Good	WGS	1989	1829916	100	2.6	182	20020	29	100	98.7
301451.3	Streptococcus pyogenes serotype M18 strain CPre	Good	WGS	2057	1862736	98.3	3.4	235	16390	37	99.9	98.7
301451.8	Streptococcus pyogenes serotype M18 strain DO	Good	WGS	1930	1829909	99.1	0	81	41674	12	100	99.4
301451.9	Streptococcus pyogenes serotype M18 strain PA	Good	WGS	2043	1868738	100	1.7	183	24525	23	100	98.5
315405.15	Streptococcus gallolyticus strain LMG 15572	Good	WGS	2368	2368938	99	1.2	24	371207	3	99	98.2
315405.16	Streptococcus gallolyticus strain ATCC 700065	Good	WGS	2368	2370282	99.3	1.2	17	680183	2	99	98.4
315405.22	Streptococcus gallolyticus strain NCTC13773	Good	Complete	2463	2493581	99.5	2.6	1	2493581	1	99.1	98.3
315405.3	Streptococcus gallolyticus strain LMG17956	Good	WGS	2657	2639074	99.3	2.5	260	26560	32	99.1	97.6
370553.4	Streptococcus pyogenes MGAS2096	Good	Complete	1953	1860355	100	9.4	1	1860355	1	99.9	98.3
370554.4	Streptococcus pyogenes MGAS10750	Good	Complete	2030	1937111	100	0.9	1	1937111	1	100	99.5
373153.27	Streptococcus pneumoniae D39	Good	Complete	2205	2046115	100	0.2	1	2046115	1	100	99.9
406556.6	Streptococcus pneumoniae SP3-BS71	Good	WGS	2249	2032681	99.8	4.1	24	146468	4	99.6	98.4
406561.5	Streptococcus pneumoniae SP18-BS74	Good	WGS	2322	2104549	100	6.7	28	147116	5	99.6	97.8
406562.5	Streptococcus pneumoniae SP19-BS75	Good	WGS	2378	2135318	100	5.7	30	197644	4	99.6	98.1
453361.4	Streptococcus pneumoniae CDC1087-00	Good	WGS	2339	2187960	99.8	2.9	75	74957	9	99.9	98.8
453366.3	Streptococcus pneumoniae MLV-016	Good	WGS	2299	2242383	100	3.3	126	145784	5	99.5	98.9
487213.3	Streptococcus pneumoniae Taiwan19F-14	Good	Complete	2254	2112148	100	0.7	1	2112148	1	99.6	99
488222.3	Streptococcus pneumoniae JJA	Good	Complete	2285	2120234	99.5	0.2	1	2120234	1	99.7	99.2
497963.4	Streptococcus pneumoniae SP-BS293	Good	WGS	2311	2065452	99.1	2.2	30	179072	5	99.6	99
497980.3	Streptococcus pneumoniae 459-5	Good	WGS	2250	2169192	99.7	0.2	47	96554	7	99	98.4
512767.4	Streptococcus pneumoniae BS397	Good	WGS	2306	2070802	99.1	0.8	22	256603	4	99.6	99.2
512768.4	Streptococcus pneumoniae BS457	Good	WGS	2248	2053197	99.1	0.3	97	53526	14	99.6	99.3
512769.4	Streptococcus pneumoniae BS458	Good	WGS	2265	2063728	99.1	0.8	109	41697	17	99.6	99.1
516950.5	Streptococcus pneumoniae CGSP14	Good	Complete	2348	2209198	100	0.5	1	2209198	1	99.7	99.4
553482.3	Streptococcus equi subsp. equi 4047	Good	Complete	2302	2253793	100	0	1	2253793	1	99.9	99.5
562017.3	Streptococcus pyogenes SS1447	Good	WGS	1867	1915158	100	0	88	68803	9	99.6	98.2
562018.3	Streptococcus pyogenes AA472	Good	WGS	1726	1733604	98.3	0	32	145344	5	99.7	99.2
574093.3	Streptococcus pneumoniae AP200	Good	Complete	2366	2130580	100	1	1	2130580	1	99.6	99
585203.3	Streptococcus mitis SK564	Good	WGS	2034	2026898	99.8	0.5	35	97266	7	99.9	99.3
595501.4	Streptococcus pneumoniae BS455	Good	WGS	2332	2083084	98.8	1.1	110	50549	14	99.6	99
637909.5	Streptococcus gallolyticus UCN34	Good	Complete	2248	2350911	99.3	0.9	1	2350911	1	99.1	98.4
760882.3	Streptococcus pneumoniae NP112	Good	WGS	2138	2072320	99.7	0.5	9	582976	2	99.4	99
798300.3	Streptococcus pyogenes MGAS15252	Good	Complete	1690	1750832	100	0	1	1750832	1	99.6	99.3
869215.3	Streptococcus pneumoniae OXC141	Good	Complete	2279	2036867	100	0.3	1	2036867	1	99.6	99.2
869308.3	Streptococcus pneumoniae SPN021198	Good	WGS	2171	2050133	99.7	0.3	22	1870795	1	99.2	98.8
869313.3	Streptococcus pneumoniae SPN7465	Good	WGS	2205	2084938	99.5	0.6	26	410559	2	99.6	99.2
914131.3	Streptococcus pneumoniae 2070035	Good	WGS	2170	2050567	100	0.2	24	189985	4	99.8	99.1
914134.3	Streptococcus pneumoniae 2070768	Good	WGS	2321	2051689	99.3	8.1	31	143548	4	99.5	96.3
914143.3	Streptococcus pneumoniae 2071247	Good	WGS	2194	2022875	99.8	3.4	21	250305	4	99.6	98
914147.3	Streptococcus pneumoniae 2082239	Good	WGS	2187	2048033	99.7	2.2	24	395643	2	99.3	98.1
945704.3	Streptococcus suis JS14	Good	Complete	2092	2137435	100	0.8	1	2137435	1	99.4	99
99822.23	Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC4670	Good	WGS	2331	2252178	100	1.8	4	2220415	1	99.2	98.3
99822.24	Streptococcus dysgalactiae subsp. dysgalactiae strain NCTC13731	Good	WGS	2211	2151704	100	0.9	3	2141282	1	99.2	98.2
1891914.6	Streptococcus oralis subsp. oralis strain RH_8610_08	Good	WGS	1956	1990764	100	0.9	18	392938	2	99.8	99.3
1891914.11	Streptococcus oralis subsp. oralis strain OD_332610_07	Good	WGS	1904	1946464	100	0.7	9	423471	2	99.8	99.4
1891914.12	Streptococcus oralis subsp. oralis strain RH_34706_11	Good	WGS	1871	1936849	100	0.4	7	1254341	1	99.7	99.5
1891914.13	Streptococcus oralis subsp. oralis strain RH_1735_08	Good	WGS	1937	2004683	100	1.3	11	1310494	1	99.8	99.2
1891914.15	Streptococcus oralis subsp. oralis strain OD_311844-09	Good	WGS	1921	1951174	100	0.5	10	1089449	1	99.8	99.5
1458253.5	Streptococcus oralis subsp. dentisani strain RH_70047_11	Good	WGS	1941	1955353	100	0.5	32	1041383	1	99.7	99.6
1458253.6	Streptococcus oralis subsp. dentisani strain RH_55407_11	Good	WGS	1808	1834212	100	0.2	20	416375	2	99.9	99.7
1458253.7	Streptococcus oralis subsp. dentisani strain RH_13585_10	Good	WGS	1901	1887959	100	0.9	41	429199	2	99.8	99.7
1304.242	Streptococcus salivarius strain 85-06 S24	Good	WGS	2106	2255022	99.8	1.4	13	1421271	1	99.9	99.5
1304.244	Streptococcus salivarius strain 85-02 s21	Good	WGS	2191	2219834	99.5	6.2	191	39137	10	99.8	98.2
1307.1634	Streptococcus suis strain TANI1	Good	WGS	2260	2207658	100	0	54	76565	8	99.5	99.1
1307.1645	Streptococcus suis strain UBA2099	Good	WGS	1952	1719604	93.7	9.8	141	17206	32	97.2	94.9
1307.1652	Streptococcus suis strain UBA7340	Good	WGS	1950	1855987	94.5	2.4	42	59582	9	97.2	96.6
1309.107	Streptococcus mutans strain PKUSS-4	Good	WGS	1977	1998996	100	0	42	127406	5	99.8	99.7
1309.108	Streptococcus mutans strain PKUSS-5	Good	WGS	1967	1984238	100	0	37	106798	7	99.8	99.7
1309.112	Streptococcus mutans strain PKUSS-7	Good	WGS	1990	2001751	100	0.7	52	160779	5	100	99.6
1309.114	Streptococcus mutans strain PKUSS-10	Good	WGS	1990	2003657	100	0	52	127418	5	99.8	99.7
1311.1351	Streptococcus agalactiae strain ST 613	Good	WGS	2067	1973342	100	0	33	112719	5	99.9	99.3
1311.1354	Streptococcus agalactiae strain ST 615	Good	WGS	2270	2021031	100	4.2	58	67687	9	99.9	98.2
1311.1444	Streptococcus agalactiae strain CU_GBS_00	Good	WGS	2047	2024127	100	0	34	321334	2	99.7	99.6
1311.1448	Streptococcus agalactiae strain GS16-0008	Good	WGS	1935	1801542	100	0	21	181252	4	99.9	99
1313.14117	Streptococcus pneumoniae strain ABC010014041	Good	WGS	2737	2251664	100	0.7	480	281705	3	99.3	98.1
1313.14122	Streptococcus pneumoniae strain ABC010016366	Good	WGS	2408	2136762	100	1.6	281	89920	8	99.1	98.2
1313.14364	Streptococcus pneumoniae strain 2245STDY5608926	Good	WGS	2150	2050521	100	0.3	37	121282	5	99.4	99
1313.14368	Streptococcus pneumoniae strain 2245STDY5608930	Good	WGS	2216	2092542	100	0.3	33	164300	5	99.8	99
1313.14369	Streptococcus pneumoniae strain 2245STDY5608932	Good	WGS	2486	2222579	99.8	6.2	216	130794	7	99.9	97.3
1313.14370	Streptococcus pneumoniae strain 2245STDY5608937	Good	WGS	2246	2086564	100	0	34	120079	5	99.3	99
1313.14373	Streptococcus pneumoniae strain 2245STDY5608936	Good	WGS	2390	2134231	99.8	5.6	179	104337	8	99.5	97.8
1313.14379	Streptococcus pneumoniae strain Hermans-565	Good	WGS	2409	2098725	100	0.1	404	25778	24	99.4	99
1313.14251	Streptococcus pneumoniae strain Hermans-178	Good	WGS	2308	2094208	100	0.2	307	27847	25	99.6	98.8
1313.14258	Streptococcus pneumoniae strain Hermans-171	Good	WGS	2222	2066716	100	0	296	29372	24	99.3	98.5
1313.14263	Streptococcus pneumoniae strain Hermans-1111	Good	WGS	2298	2086936	100	0	341	24116	26	99.3	98.6
1313.14284	Streptococcus pneumoniae strain Hermans-450	Good	WGS	2255	2041629	100	0.8	330	31842	23	99.6	98.6
1313.14382	Streptococcus pneumoniae strain UoS0061	Good	WGS	2129	2044065	100	0.2	65	59683	13	99.7	99.2
1313.14384	Streptococcus pneumoniae strain UoS0093	Good	WGS	2197	2084007	100	0.2	69	50612	13	99.6	98.7
1313.14389	Streptococcus pneumoniae strain UoS0159	Good	WGS	2185	2058962	100	1.3	66	58326	12	99.6	98.2
1313.14390	Streptococcus pneumoniae strain UoS0021	Good	WGS	2178	2057995	100	0.7	54	65164	10	99.8	99.3
1313.14391	Streptococcus pneumoniae strain UoS0094	Good	WGS	2222	2127488	100	1.5	90	40007	14	99.5	98.7
1313.14392	Streptococcus pneumoniae strain UoS0050	Good	WGS	2127	2026948	100	0.2	63	53452	13	99.7	99.2
1313.14395	Streptococcus pneumoniae strain UoS0071	Good	WGS	2304	2137166	100	0	72	57889	13	99.7	98.8
1313.14399	Streptococcus pneumoniae strain UoS0075	Good	WGS	2236	2103820	100	1.1	61	75974	11	99.6	98.7
1313.14402	Streptococcus pneumoniae strain UoS0095	Good	WGS	2270	2106851	100	0.9	86	60841	10	99.6	99.2
1313.14403	Streptococcus pneumoniae strain UoS0113	Good	WGS	2261	2124872	100	3	67	54165	15	99.7	98.4
1313.14411	Streptococcus pneumoniae strain UoS0023	Good	WGS	2193	2022897	100	2.5	82	45439	14	99.9	98.7
1313.14412	Streptococcus pneumoniae strain UoS0145	Good	WGS	2211	2127023	100	1.5	63	66289	11	99.6	98.3
1313.14414	Streptococcus pneumoniae strain UoS0058	Good	WGS	2178	2095621	100	0.5	53	62936	8	99.7	98.9
1313.14418	Streptococcus pneumoniae strain UoS0015	Good	WGS	2258	2122586	100	0.3	54	63389	12	99.6	98.7
1313.14438	Streptococcus pneumoniae strain UoS0237	Good	WGS	2196	2083313	100	0.6	80	54335	13	99.6	98.7
1313.14443	Streptococcus pneumoniae strain UoS0245	Good	WGS	2267	2140667	100	0.8	76	54177	14	99.5	98.8
1313.14445	Streptococcus pneumoniae strain UoS0257	Good	WGS	2207	2081742	99.8	0.9	75	50192	15	99.3	98.6
1313.14446	Streptococcus pneumoniae strain UoS0263	Good	WGS	2248	2111356	99.8	0	53	78384	8	99.6	99
1313.14448	Streptococcus pneumoniae strain UoS0251	Good	WGS	2116	2039370	100	0.2	61	66099	10	99.5	99
1313.14449	Streptococcus pneumoniae strain UoS0276	Good	WGS	2201	2087763	100	0.5	61	63514	11	99.6	98.6
1313.14452	Streptococcus pneumoniae strain UoS0266	Good	WGS	2229	2095530	100	1.1	57	68856	10	99.6	98.7
1313.14453	Streptococcus pneumoniae strain UoS0256	Good	WGS	2258	2096475	99.8	1.6	53	66526	9	99.6	98.4
1313.14454	Streptococcus pneumoniae strain UoS0274	Good	WGS	2168	2067867	100	0.2	53	69864	12	99.9	99
1313.14455	Streptococcus pneumoniae strain UoS0267	Good	WGS	2275	2082313	100	1.4	94	36813	17	99.6	98.7
1313.14456	Streptococcus pneumoniae strain UoS0289	Good	WGS	2202	2083816	100	1.1	76	53543	14	99.3	98.7
1313.14460	Streptococcus pneumoniae strain UoS0254	Good	WGS	2278	2129328	100	1.3	59	63324	11	99.6	98.5
1313.14465	Streptococcus pneumoniae strain UoS0272	Good	WGS	2122	1981561	100	1.8	58	73281	8	99.5	98.9
1313.14466	Streptococcus pneumoniae strain UoS0303	Good	WGS	2297	2140528	100	0.8	77	54035	15	99.7	99
1313.14469	Streptococcus pneumoniae strain UoS0273	Good	WGS	2183	2080612	100	0.3	61	56698	12	99.7	98.7
1313.14472	Streptococcus pneumoniae strain UoS0311	Good	WGS	2129	2068392	100	0.5	62	60298	11	99.2	98.4
1313.14473	Streptococcus pneumoniae strain UoS0321	Good	WGS	2264	2125442	100	0.2	59	56634	11	99.6	98.7
1313.14474	Streptococcus pneumoniae strain UoS0317	Good	WGS	2296	2162139	100	0.3	60	71198	10	99.6	98.7
1313.14478	Streptococcus pneumoniae strain UoS0324	Good	WGS	2242	2118384	100	1	57	58083	11	99.7	98.4
1313.14483	Streptococcus pneumoniae strain UoS2021	Good	WGS	2186	2074533	100	0.2	49	75050	8	99.9	99.2
1313.14486	Streptococcus pneumoniae strain UoS2073	Good	WGS	2172	2061343	100	0.2	69	54005	14	99.5	98.9
1313.14490	Streptococcus pneumoniae strain UoS0318	Good	WGS	2191	2074802	100	0.2	64	63011	10	99.8	98.9
1313.14494	Streptococcus pneumoniae strain UoS0304	Good	WGS	2165	2064938	100	1.7	72	53790	12	99.3	98.6
1313.14495	Streptococcus pneumoniae strain UoS2041	Good	WGS	2121	2051587	100	0	59	66092	11	99.7	99.2
1313.14496	Streptococcus pneumoniae strain UoS2074	Good	WGS	2145	2056733	100	0.5	63	56459	13	99.5	98.7
1313.14500	Streptococcus pneumoniae strain UoS2090	Good	WGS	2245	2077574	100	0.9	51	71054	9	99.8	99.3
1313.14502	Streptococcus pneumoniae strain UoS2149	Good	WGS	2231	2091953	100	0.4	77	45662	13	99.8	99.2
1313.14505	Streptococcus pneumoniae strain UoS2131	Good	WGS	2105	2013257	100	0	46	87013	8	99.4	99
1313.14506	Streptococcus pneumoniae strain UoS2180	Good	WGS	2144	2063749	100	0.2	59	72169	10	99.5	99
1313.14507	Streptococcus pneumoniae strain UoS2034	Good	WGS	2200	2063842	100	0.3	58	77137	7	99.4	98.9
1313.14522	Streptococcus pneumoniae strain UoS2168	Good	WGS	2168	2071229	100	0.3	50	79892	8	99.7	98.7
1313.14523	Streptococcus pneumoniae strain UoS2076	Good	WGS	2086	2034173	100	0.2	49	85041	8	99.6	98.9
1313.14524	Streptococcus pneumoniae strain UoS2166	Good	WGS	2210	2103237	100	0	49	77337	9	99.6	99
1313.14525	Streptococcus pneumoniae strain UoS2030	Good	WGS	2359	2167255	99.6	0	39	109202	7	99.7	98.8
1313.14530	Streptococcus pneumoniae strain UoS2215	Good	WGS	2192	2089028	100	0.5	67	66200	12	99.6	98.8
1313.14541	Streptococcus pneumoniae strain UoS2237	Good	WGS	2263	2124528	100	0.3	58	58072	12	99.7	98.8
1313.14542	Streptococcus pneumoniae strain UoS2240	Good	WGS	2198	2078534	100	0.1	66	56276	13	99.3	98.7
1313.14543	Streptococcus pneumoniae strain UoS2244	Good	WGS	2189	2047259	100	0.7	47	95435	8	99.8	99.2
1313.14545	Streptococcus pneumoniae strain UoS2250	Good	WGS	2224	2102939	100	0.5	57	89405	9	99.6	98.7
1313.14547	Streptococcus pneumoniae strain UoS2305	Good	WGS	2268	2145439	100	0.2	79	49588	14	99.4	98.7
1313.14550	Streptococcus pneumoniae strain UoS2319	Good	WGS	2230	2104639	100	0.2	45	86810	9	99.6	99
1313.14551	Streptococcus pneumoniae strain UoS2255	Good	WGS	2247	2096125	100	0.3	29	196281	4	99.7	99.3
1313.14554	Streptococcus pneumoniae strain UoS2351	Good	WGS	2293	2141568	100	1.2	74	72968	11	99.5	98.5
1313.14562	Streptococcus pneumoniae strain UoS2261	Good	WGS	2157	2043988	100	0.2	39	82079	8	99.6	99.1
1313.14564	Streptococcus pneumoniae strain UoS2324	Good	WGS	2187	2042348	100	1.2	49	82995	8	99.6	98.8
1313.14565	Streptococcus pneumoniae strain UoS2275	Good	WGS	2148	2033278	100	0.5	38	92418	7	99.6	99.1
1313.14566	Streptococcus pneumoniae strain UoS2288	Good	WGS	2148	2064666	100	0.3	66	56594	12	99.5	98.8
1313.14570	Streptococcus pneumoniae strain UoS2329	Good	WGS	2165	2039572	100	0.5	51	75500	10	99.8	99.3
1313.14571	Streptococcus pneumoniae strain UoS2359	Good	WGS	2245	2107665	100	0.9	53	58165	10	99.6	98.6
1313.14581	Streptococcus pneumoniae strain UoS2354	Good	WGS	2154	2060633	100	0.9	68	58619	14	99.5	98.6
1313.14586	Streptococcus pneumoniae strain UoS2370	Good	WGS	2146	2009842	100	0.2	30	143203	5	99.4	99
1313.14591	Streptococcus pneumoniae strain UoS3017	Good	WGS	2175	2045875	100	0.1	25	139714	5	99.6	99.2
1313.14597	Streptococcus pneumoniae strain UoS3029	Good	WGS	2312	2154412	99.5	3	79	63593	12	99.3	98.7
1313.14598	Streptococcus pneumoniae strain UoS3031	Good	WGS	2191	2081837	100	0	56	62263	10	99.7	98.8
1313.14602	Streptococcus pneumoniae strain UoS3038	Good	WGS	2245	2128017	100	3.6	47	75165	11	99.6	98.2
1313.14603	Streptococcus pneumoniae strain UoS3048	Good	WGS	2199	2096975	99.8	0.2	39	163973	5	99.7	98.9
1313.14612	Streptococcus pneumoniae strain UoS3077	Good	WGS	2048	1981481	100	1.4	52	62817	8	99.4	98.7
1313.14614	Streptococcus pneumoniae strain UoS3065	Good	WGS	2067	1982507	99	0.9	108	65691	11	99.4	98.4
1313.14616	Streptococcus pneumoniae strain UoS3108	Good	WGS	2169	2061436	99.8	0	30	99202	7	99.6	98.8
1313.14617	Streptococcus pneumoniae strain UoS3099	Good	WGS	2184	2100633	100	0	72	54570	13	99.3	98.8
1313.14619	Streptococcus pneumoniae strain UoS3122	Good	WGS	2281	2135884	99.8	2.2	66	66799	12	99.5	98.4
1313.14620	Streptococcus pneumoniae strain UoS3088	Good	WGS	2196	2072724	99.7	0	54	62382	13	99.4	98.7
1313.14624	Streptococcus pneumoniae strain UoS3143	Good	WGS	2228	2128649	100	1.7	73	49547	13	99.6	99.1
1313.14625	Streptococcus pneumoniae strain UoS3074	Good	WGS	2212	2093705	100	0.7	72	62013	12	99.6	99
1313.14629	Streptococcus pneumoniae strain UoS3160	Good	WGS	2137	2027424	99.7	0	37	104068	6	99.7	98.9
1313.14634	Streptococcus pneumoniae strain UoS3166	Good	WGS	2160	2066725	100	0.3	56	69870	11	99.4	98.7
1313.14635	Streptococcus pneumoniae strain UoS3176	Good	WGS	2117	2030147	99.8	0.2	34	145218	5	99.4	99
1313.14643	Streptococcus pneumoniae strain UoS3192	Good	WGS	2276	2137177	100	1.5	70	50102	13	99.6	98.3
1313.14644	Streptococcus pneumoniae strain UoS3205	Good	WGS	2190	2035210	100	4.1	55	74107	9	99.5	98.7
1313.14645	Streptococcus pneumoniae strain UoS3210	Good	WGS	2104	2026556	100	0.8	61	60336	10	99.7	98.7
1313.14646	Streptococcus pneumoniae strain UoS3220	Good	WGS	2207	2065287	100	0.9	94	35189	17	99.4	98.7
1313.14648	Streptococcus pneumoniae strain UoS3226	Good	WGS	2272	2074286	100	3	73	53787	12	99.8	97.7
1313.14649	Streptococcus pneumoniae strain UoS3227	Good	WGS	2244	2120052	100	0	50	86882	9	99.4	98.6
1313.14650	Streptococcus pneumoniae strain UoS3233	Good	WGS	2136	2035484	100	2.9	52	60875	11	99.5	97.9
1313.14653	Streptococcus pneumoniae strain UoS3240	Good	WGS	2157	2067095	100	0	38	98156	8	99.5	99
1313.14661	Streptococcus pneumoniae strain UoS3252	Good	WGS	2050	1983837	100	0.8	40	90059	8	99.4	98.7
1313.14662	Streptococcus pneumoniae strain UoS3264	Good	WGS	2309	2128289	100	0.3	53	69072	6	99.7	99.3
1313.14663	Streptococcus pneumoniae strain UoS3258	Good	WGS	2242	2114673	99.8	0	74	70162	10	99.5	99.3
1313.14664	Streptococcus pneumoniae strain UoS3277	Good	WGS	2198	2076381	100	0	42	136978	5	99.5	99.1
1313.14671	Streptococcus pneumoniae strain UoS4002	Good	WGS	2090	1994651	100	0.2	53	59141	10	99.4	98.9
1313.14677	Streptococcus pneumoniae strain UoS3324	Good	WGS	2246	2097052	100	0.1	51	74021	8	99.6	99.3
1313.14678	Streptococcus pneumoniae strain UoS4011	Good	WGS	2259	2132325	100	1.1	78	54056	14	99.3	98.2
1313.14679	Streptococcus pneumoniae strain UoS3284	Good	WGS	2214	2095958	100	0.2	65	56890	13	99.5	98.9
1313.14682	Streptococcus pneumoniae strain UoS3293	Good	WGS	2207	2099063	100	0.2	58	57318	13	99.6	99
1313.14683	Streptococcus pneumoniae strain UoS3325	Good	WGS	2186	2066629	100	1.4	56	68594	10	99.7	98.7
1313.14685	Streptococcus pneumoniae strain UoS3300	Good	WGS	2174	2080440	100	0.2	59	56661	12	99.5	98.9
