genome.genome_id	genome.additional_metadata	genome.altitude	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence	genome.assembly_accession	genome.assembly_method	genome.bioproject_accession	genome.biosample_accession	genome.biovar	genome.body_sample_site	genome.body_sample_subsite	genome.cds	genome.cds_ratio	genome.cell_shape	genome.checkm_completeness	genome.checkm_contamination	genome.chromosomes	genome.class	genome.coarse_consistency	genome.collection_date	genome.collection_year	genome.common_name	genome.completion_date	genome.contig_l50	genome.contig_n50	genome.contigs	genome.core_families	genome.core_family_ratio	genome.culture_collection	genome.date_inserted	genome.date_modified	genome.depth	genome.disease	genome.family	genome.fine_consistency	genome.gc_content	genome.genbank_accessions	genome.genome_id	genome.genome_length	genome.genome_name	genome.genome_quality	genome.genome_quality_flags	genome.genome_status	genome.genus	genome.geographic_location	genome.gram_stain	genome.habitat	genome.host_age	genome.host_gender	genome.host_health	genome.host_name	genome.hypothetical_cds	genome.hypothetical_cds_ratio	genome.isolation_comments	genome.isolation_country	genome.isolation_site	genome.isolation_source	genome.kingdom	genome.latitude	genome.longitude	genome.missing_core_family_ids	genome.mlst	genome.motility	genome.ncbi_project_id	genome.nearest_genomes	genome.optimal_temperature	genome.order	genome.organism_name	genome.other_clinical	genome.other_environmental	genome.other_typing	genome.outgroup_genomes	genome.owner	genome.oxygen_requirement	genome.p2_genome_id	genome.partial_cds	genome.partial_cds_ratio	genome.pathovar	genome.patric_cds	genome.phylum	genome.plasmids	genome.plfam_cds	genome.plfam_cds_ratio	genome.public	genome.publication	genome.reference_genome	genome.refseq_accessions	genome.refseq_cds	genome.refseq_project_id	genome.rrna	genome.salinity	genome.sequencing_centers	genome.sequencing_depth	genome.sequencing_platform	genome.sequencing_status	genome.serovar	genome.species	genome.sporulation	genome.sra_accession	genome.strain	genome.taxon_id	genome.taxon_lineage_ids	genome.taxon_lineage_names	genome.taxonomy	genome.temperature_range	genome.text	genome.trna	genome.type_strain	genome.user_read	genome.user_write
1449093.7	biomaterial_provider:Institute of Biochemistry and Biophysics Polish Academy of Sciences, Regional Strains and Plasmids Collection, Strain: IBB477				GCA_001856165.1	Newbler v. 2.4	PRJNA235170	SAMN02585714						Cocci				Bacilli		2001-11-30	2001	Lactococcus_lactis_subsp_cremoris_IBB477	2016-10-28T00:00:00Z			1				2017-12-29T18:19:52.098Z	2017-12-29T18:19:52.098Z			Streptococcaceae		32.73	JMMZ01000000	1449093.7	64760	Lactococcus lactis subsp. cremoris IBB477			Plasmid	Lactococcus	Poland	Positive									Poland		raw milk	Bacteria					No			30C	Lactobacillales						PATRIC@patricbrc.org						76	Firmicutes	1			1	27687992			56				Institute of Biochemistry and Biophysics Polish Academy of Sciences	48.0x	454; Illumina; Sanger			Lactococcus lactis subsp. cremoris			IBB477	1449093	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359::1449093	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris::Lactococcus lactis subsp. cremoris IBB477	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris; Lactococcus lactis subsp. cremoris IBB477	Mesophilic					
44688.38	sample_type:cell culture::collected_by:ARLA Foods				GCA_002148215.1	GS De Novo Assembler v. 7.0.4	PRJNA355067	SAMN06061939										Bacilli		2014-03	2014	Lactococcus_lactis_subsp_lactis_bv_diacetylactis	2017-05-17T00:00:00Z			1				2017-12-30T04:04:21.045Z	2017-12-30T04:04:21.045Z			Streptococcaceae		35.17	CP020611	44688.38	30274	Lactococcus lactis subsp. lactis bv. diacetylactis strain FM03			Plasmid	Lactococcus	Denmark										Denmark		10 weeks old Samso 45+ cheese	Bacteria									Lactobacillales						PATRIC@patricbrc.org						36	Firmicutes	1			1				30				Wageningen University & Research	252.0x	Illumina HiSeq; PacBio			Lactococcus lactis subsp. lactis			FM03	44688	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis						
44688.36	sample_type:cell culture::collected_by:ARLA Foods				GCA_002148215.1	GS De Novo Assembler v. 7.0.4	PRJNA355067	SAMN06061939										Bacilli		2014-03	2014	Lactococcus_lactis_subsp_lactis_bv_diacetylactis	2017-05-17T00:00:00Z			1				2017-12-30T04:03:50.943Z	2017-12-30T04:03:50.943Z			Streptococcaceae		33.57	CP020609	44688.36	7521	Lactococcus lactis subsp. lactis bv. diacetylactis strain FM03			Plasmid	Lactococcus	Denmark										Denmark		10 weeks old Samso 45+ cheese	Bacteria									Lactobacillales						PATRIC@patricbrc.org						7	Firmicutes	1			1				6				Wageningen University & Research	252.0x	Illumina HiSeq; PacBio			Lactococcus lactis subsp. lactis			FM03	44688	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis						
44688.37	sample_type:cell culture::collected_by:ARLA Foods				GCA_002148215.1	GS De Novo Assembler v. 7.0.4	PRJNA355067	SAMN06061939										Bacilli		2014-03	2014	Lactococcus_lactis_subsp_lactis_bv_diacetylactis	2017-05-17T00:00:00Z			1				2017-12-30T04:03:50.926Z	2017-12-30T04:03:50.926Z			Streptococcaceae		33.75	CP020610	44688.37	3363	Lactococcus lactis subsp. lactis bv. diacetylactis strain FM03			Plasmid	Lactococcus	Denmark										Denmark		10 weeks old Samso 45+ cheese	Bacteria									Lactobacillales						PATRIC@patricbrc.org						3	Firmicutes	1			1				3				Wageningen University & Research	252.0x	Illumina HiSeq; PacBio			Lactococcus lactis subsp. lactis			FM03	44688	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis						
44688.34	sample_type:cell culture::collected_by:ARLA Foods				GCA_002148215.1	GS De Novo Assembler v. 7.0.4	PRJNA355067	SAMN06061939										Bacilli		2014-03	2014	Lactococcus_lactis_subsp_lactis_bv_diacetylactis	2017-05-17T00:00:00Z			1				2017-12-30T04:03:34.864Z	2017-12-30T04:03:34.864Z			Streptococcaceae		35.62	CP020607	44688.34	4242	Lactococcus lactis subsp. lactis bv. diacetylactis strain FM03			Plasmid	Lactococcus	Denmark										Denmark		10 weeks old Samso 45+ cheese	Bacteria									Lactobacillales						PATRIC@patricbrc.org						3	Firmicutes	1			1				2				Wageningen University & Research	252.0x	Illumina HiSeq; PacBio			Lactococcus lactis subsp. lactis			FM03	44688	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360::44688	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis::Lactococcus lactis subsp. lactis bv. diacetylactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis; Lactococcus lactis subsp. lactis bv. diacetylactis						
1359.126																		Bacilli				Lactococcus_lactis_subsp_cremoris	2016-07-14T00:00:00Z			1				2017-12-29T16:54:09.807Z	2017-12-29T16:54:09.807Z			Streptococcaceae		31.42	AJ132009	1359.126	4752	Lactococcus lactis subsp. cremoris strain W60			Plasmid	Lactococcus	Denmark										Denmark			Bacteria									Lactobacillales						PATRIC@patricbrc.org						11	Firmicutes	1			1				1									Lactococcus lactis subsp. cremoris			W60	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
297352.12					GCA_000981525.1		PRJEB8222	SAMEA3208644										Bacilli				Lactococcus_piscium_MKFS47	2016-07-26T00:00:00Z			1				2017-12-30T07:08:09.984Z	2017-12-30T07:08:09.984Z			Streptococcaceae		35.33	LN774771	297352.12	53257	Lactococcus piscium MKFS47			Plasmid	Lactococcus	Finland									isolated from the cold-stored modified atmosphere packaged broiler filet strips with the first signs of spoilage	Finland		cold-stored modified atmosphere packaged broiler filet strips with the first signs of spoilage	Bacteria									Lactobacillales						PATRIC@patricbrc.org						67	Firmicutes	1			1				64				UNIVERSITY OF HELSINKI					Lactococcus piscium			MKFS47	297352	131567::2::1783272::1239::91061::186826::1300::1357::1364::297352	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus piscium::Lactococcus piscium MKFS47	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus piscium; Lactococcus piscium MKFS47						
297352.13					GCA_000981525.1		PRJEB8222	SAMEA3208644										Bacilli				Lactococcus_piscium_MKFS47	2016-07-26T00:00:00Z			1				2017-12-30T07:08:09.717Z	2017-12-30T07:08:09.717Z			Streptococcaceae		32.46	LN774770	297352.13	55671	Lactococcus piscium MKFS47			Plasmid	Lactococcus	Finland									isolated from the cold-stored modified atmosphere packaged broiler filet strips with the first signs of spoilage	Finland		cold-stored modified atmosphere packaged broiler filet strips with the first signs of spoilage	Bacteria									Lactobacillales						PATRIC@patricbrc.org						67	Firmicutes	1			1				66				UNIVERSITY OF HELSINKI					Lactococcus piscium			MKFS47	297352	131567::2::1783272::1239::91061::186826::1300::1357::1364::297352	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus piscium::Lactococcus piscium MKFS47	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus piscium; Lactococcus piscium MKFS47						
1359.154	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:UCC				GCA_002078895.1		PRJNA320689	SAMN04955031										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:47.870Z	2017-12-30T02:34:47.870Z			Streptococcaceae		33.83	CP016746	1359.154	193245	Lactococcus lactis subsp. cremoris strain JM1			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						203	Firmicutes	1			1	28356072			186				University College Cork					Lactococcus lactis subsp. cremoris			JM1	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.153	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078915.1		PRJNA320691	SAMN04955242										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:47.654Z	2017-12-30T02:34:47.654Z			Streptococcaceae		34.92	CP016745	1359.153	113820	Lactococcus lactis subsp. cremoris strain JM2			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						144	Firmicutes	1			1	28356072			123				University College Cork					Lactococcus lactis subsp. cremoris			JM2	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.156	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:UCC				GCA_002078895.1		PRJNA320689	SAMN04955031										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:32.469Z	2017-12-30T02:34:32.469Z			Streptococcaceae		33.94	CP016748	1359.156	48280	Lactococcus lactis subsp. cremoris strain JM1			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						74	Firmicutes	1			1	28356072			63				University College Cork					Lactococcus lactis subsp. cremoris			JM1	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.157	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:UCC				GCA_002078895.1		PRJNA320689	SAMN04955031										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:32.375Z	2017-12-30T02:34:32.375Z			Streptococcaceae		35.4	CP016749	1359.157	30146	Lactococcus lactis subsp. cremoris strain JM1			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						31	Firmicutes	1			1	28356072			29				University College Cork					Lactococcus lactis subsp. cremoris			JM1	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.152	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078915.1		PRJNA320691	SAMN04955242										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:32.219Z	2017-12-30T02:34:32.219Z			Streptococcaceae		35.12	CP016744	1359.152	62261	Lactococcus lactis subsp. cremoris strain JM2			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						62	Firmicutes	1			1	28356072			56				University College Cork					Lactococcus lactis subsp. cremoris			JM2	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.147	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078935.1		PRJNA320692	SAMN04955245										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:16.823Z	2017-12-30T02:34:16.823Z			Streptococcaceae		33.11	CP016739	1359.147	45257	Lactococcus lactis subsp. cremoris strain JM3			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						69	Firmicutes	1			1	28356072			59				University College Cork					Lactococcus lactis subsp. cremoris			JM3	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.150	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078915.1		PRJNA320691	SAMN04955242										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:34:16.735Z	2017-12-30T02:34:16.735Z			Streptococcaceae		37.77	CP016742	1359.150	11314	Lactococcus lactis subsp. cremoris strain JM2			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						16	Firmicutes	1			1	28356072			11				University College Cork					Lactococcus lactis subsp. cremoris			JM2	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1359.140	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078955.1		PRJNA320693	SAMN04955246										Bacilli		2012	2012	Lactococcus_lactis_subsp_cremoris	2017-04-04T00:00:00Z			1				2017-12-30T02:33:45.903Z	2017-12-30T02:33:45.903Z			Streptococcaceae		33.38	CP016729	1359.140	60219	Lactococcus lactis subsp. cremoris strain JM4			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						84	Firmicutes	1			1	28356072			74				University College Cork					Lactococcus lactis subsp. cremoris			JM4	1359	131567::2::1783272::1239::91061::186826::1300::1357::1358::1359	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. cremoris	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. cremoris						
1360.274	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078415.1		PRJNA320695	SAMN04955249										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:32:26.434Z	2017-12-30T02:32:26.434Z			Streptococcaceae		35.15	CP016696	1360.274	30272	Lactococcus lactis subsp. lactis strain 229			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						37	Firmicutes	1			1	28356072			29				University College Cork					Lactococcus lactis subsp. lactis			229	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.273	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078415.1		PRJNA320695	SAMN04955249										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:32:26.350Z	2017-12-30T02:32:26.350Z			Streptococcaceae		34.81	CP016694	1360.273	56368	Lactococcus lactis subsp. lactis strain 229			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						71	Firmicutes	1			1	28356072			59				University College Cork					Lactococcus lactis subsp. lactis			229	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.276	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078415.1		PRJNA320695	SAMN04955249										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:32:24.031Z	2017-12-30T02:32:24.031Z			Streptococcaceae		35.88	CP016697	1360.276	6153	Lactococcus lactis subsp. lactis strain 229			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						7	Firmicutes	1			1	28356072			8				University College Cork					Lactococcus lactis subsp. lactis			229	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.272	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078415.1		PRJNA320695	SAMN04955249										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:32:08.863Z	2017-12-30T02:32:08.863Z			Streptococcaceae		37.39	CP016695	1360.272	33280	Lactococcus lactis subsp. lactis strain 229			Plasmid	Lactococcus	Ireland										Ireland		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						33	Firmicutes	1			1	28356072			29				University College Cork					Lactococcus lactis subsp. lactis			229	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.302	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078975.1		PRJNA320710	SAMN04956292										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:34:16.546Z	2017-12-30T02:34:16.546Z			Streptococcaceae		31.87	CP016736	1360.302	23429	Lactococcus lactis subsp. lactis strain UC06			Plasmid	Lactococcus	Italy										Italy		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						34	Firmicutes	1			1	28356072			29				University College Cork					Lactococcus lactis subsp. lactis			UC06	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.301	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078975.1		PRJNA320710	SAMN04956292										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:34:01.464Z	2017-12-30T02:34:01.464Z			Streptococcaceae		34.82	CP016735	1360.301	48632	Lactococcus lactis subsp. lactis strain UC06			Plasmid	Lactococcus	Italy										Italy		Dairy fermentation	Bacteria									Lactobacillales						PATRIC@patricbrc.org						58	Firmicutes	1			1	28356072			55				University College Cork					Lactococcus lactis subsp. lactis			UC06	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
1360.297	biomaterial_provider:Prof Douwe van Sinderen, School of Microbiology, University College Cork, Western Road, Cork, Ireland::sample_type:Single cell::collected_by:University College Cork				GCA_002078995.1		PRJNA320711	SAMN04956293										Bacilli		2012	2012	Lactococcus_lactis_subsp_lactis	2017-04-04T00:00:00Z			1				2017-12-30T02:33:46.058Z	2017-12-30T02:33:46.058Z			Streptococcaceae		34.19	CP016726	1360.297	89015	Lactococcus lactis subsp. lactis strain UC08			Plasmid	Lactococcus	Italy										Italy		Fermented Meat Product	Bacteria									Lactobacillales						PATRIC@patricbrc.org						120	Firmicutes	1			1	28356072			102				University College Cork					Lactococcus lactis subsp. lactis			UC08	1360	131567::2::1783272::1239::91061::186826::1300::1357::1358::1360	cellular organisms::Bacteria::Terrabacteria group::Firmicutes::Bacilli::Lactobacillales::Streptococcaceae::Lactococcus::Lactococcus lactis::Lactococcus lactis subsp. lactis	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis; Lactococcus lactis subsp. lactis						
